Email_ID,Date,Time,Month,Year,Day_of_Week,Fraud_Category,Sub_Technique,Risk_Level,Target_Victim,Sender_Email,Subject,Message,Amount_Bait,Label
FRAUD_00944,2025-07-23,20:25:51,July,2025,Wednesday,Phishing,Fake Login Page,High,Shopping Account,alert@icici-login.info,Amazon: Suspicious order placed on your account,"Dear SBI Customer, Your SBI NetBanking account has been temporarily blocked due to multiple failed login attempts. To unblock your account and resume normal banking, please verify your details at: http://sbi-netbanking-verify.com. Keep your Debit Card and OTP ready. This link expires in 12 hours.","$150,000",Fraud/Spam
FRAUD_03006,2025-07-23,13:50:04,July,2025,Wednesday,Bank Fraud,RBI Impersonation,Critical,Senior Citizens,support@icici-fraud-alert.com,HDFC: Your debit card is blocked,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2025-07-23. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 20,000",Fraud/Spam
FRAUD_01856,2025-07-23,15:35:48,July,2025,Wednesday,Lottery Fraud,Advance Fee,Medium,General Public,prize@worldlotto-international.net,RBI Approved Lottery: Claim your prize,"CONGRATULATIONS! Your email address was randomly selected as the GRAND PRIZE WINNER of the Euro Millions International Online Lottery held on 2025-07-23. You have won the sum of USD $1,000,000 (One Million United States Dollars). Your Reference Number is: EML-2025-WIN-88421. To claim your prize, contact our claims agent Mr. David Williams at: claims@euromillions-claim.com with your full name, address, phone number, occupation, and bank account details. A processing fee of $150 is required to release your winnings.","$600,000",Fraud/Spam
FRAUD_01923,2025-07-23,15:30:45,July,2025,Wednesday,Lottery Fraud,Urgency + Expiry,Medium,General Public,winner@amazon-lucky-draw.biz,You have won the Coca-Cola Lucky Draw!,"COCA-COLA COMPANY LUCKY DRAW: You have been selected as a winner in the Coca-Cola International Lucky Draw promotion. Prize: $100,000 + A brand new car. Reference: CCL-2025-WIN. To claim, email winner@coca-cola-promo.net with your full name, address, age, phone number and bank account details. A refundable processing fee of $120 is required. Claim within 72 hours to avoid forfeiture.","$100,000",Fraud/Spam
FRAUD_04685,2025-07-24,07:14:31,July,2025,Thursday,Investment Scam,Guaranteed Returns,High,Young Professionals,profit@nse-tips-insider.com,Bitcoin investment: 3x returns in 60 days,"REAL ESTATE QUICK PROFIT SCHEME: Invest in our upcoming township project and get 200% returns in just 6 months. How: We purchase distressed properties at 50% below market value, renovate and sell at full price. You share in the profit. Minimum investment: Rs. 2,00,000. Expected returns: Rs. 6,00,000 in 180 days. Government approved project. Legal documents available. 500 investors already enrolled. Limited slots remaining. Book your slot by 2025-07-24: trade@real-estate-quick.net","Rs. 190,000",Fraud/Spam
FRAUD_04251,2025-07-24,22:56:18,July,2025,Thursday,Investment Scam,Ponzi Scheme,Critical,Retired Persons,trade@forex-daily-profit.org,Real estate scheme: 200% profit in 6 months,"REAL ESTATE QUICK PROFIT SCHEME: Invest in our upcoming township project and get 200% returns in just 6 months. How: We purchase distressed properties at 50% below market value, renovate and sell at full price. You share in the profit. Minimum investment: Rs. 2,00,000. Expected returns: Rs. 6,00,000 in 180 days. Government approved project. Legal documents available. 500 investors already enrolled. Limited slots remaining. Book your slot by 2025-07-24: trade@real-estate-quick.net","Rs. 120,000",Fraud/Spam
FRAUD_03261,2025-07-24,14:31:36,July,2025,Thursday,Bank Fraud,KYC Fraud,Critical,Senior Citizens,noreply@hdfc-account-verify.biz,ICICI Bank: Large transaction alert on your account,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2025-07-24. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 40,000",Fraud/Spam
FRAUD_00919,2025-07-25,23:52:38,July,2025,Friday,Phishing,Credential Harvesting,Critical,Wallet,noreply@yesbank-secure.com,Apple ID suspended - Verify now,"Dear Customer, We have detected suspicious login activity on your account from an unknown device. To protect your account, we have temporarily restricted access. Please verify your identity immediately by clicking the link below: http://hdfc-secure-verify.net/login. You must verify within 24 hours or your account will be permanently suspended. Enter your User ID, Password and OTP to restore access.","$700,000",Fraud/Spam
FRAUD_04711,2025-07-26,19:53:54,July,2025,Saturday,Investment Scam,Crypto Fraud,Critical,Investors,invest@crypto-double-returns.com,Earn 50% monthly returns on crypto,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 500,000",Fraud/Spam
FRAUD_01145,2025-07-26,05:45:13,July,2025,Saturday,Lottery Fraud,Advance Fee,Medium,Working Professionals,prize@whatsapp-lottery-2025.com,You have won the Coca-Cola Lucky Draw!,"Dear Lucky Winner! The WhatsApp Lottery Board is pleased to notify you that your WhatsApp number was selected as one of the 10 lucky winners in our 2025 Annual Draw. Prize Amount: $250,000 USD. To claim, send the following to winner@whatsapp-lottery-2025.com: Full Name, Age, Country, Occupation, Phone Number, and Bank Details. A tax clearance fee of $100 must be paid before funds are released.","$100,000",Fraud/Spam
FRAUD_03571,2025-07-26,19:40:20,July,2025,Saturday,Bank Fraud,Fake Transaction Alert,High,Bank Account Holders,alerts@sbi-kyc-update.net,Urgent: Update your KYC or account will be frozen,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2025-07-26. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 280,000",Fraud/Spam
FRAUD_01358,2025-07-26,04:24:45,July,2025,Saturday,Lottery Fraud,Prize Notification,Medium,General Public,prize@worldlotto-international.net,Microsoft Lottery: Congratulations on winning!,"MICROSOFT CORPORATION LOTTERY NOTIFICATION: Microsoft is awarding $500,000 to 20 lucky email users worldwide as part of its annual promotional lottery on 2025-07-26. Your email was among those selected. Ref: MSL-2025-0934. To claim your prize, contact: notify@microsoft-lottery-winner.net with your personal details and bank information. A legal processing fee of $75 is required. Congratulations from the Microsoft Team!","$100,000",Fraud/Spam
FRAUD_01896,2025-07-26,12:14:11,July,2025,Saturday,Lottery Fraud,Brand Impersonation,High,Working Professionals,claims@uk-national-lottery.biz,RBI Approved Lottery: Claim your prize,"Dear Lucky Winner! The WhatsApp Lottery Board is pleased to notify you that your WhatsApp number was selected as one of the 10 lucky winners in our 2025 Annual Draw. Prize Amount: $250,000 USD. To claim, send the following to winner@whatsapp-lottery-2025.com: Full Name, Age, Country, Occupation, Phone Number, and Bank Details. A tax clearance fee of $100 must be paid before funds are released.","$750,000",Fraud/Spam
FRAUD_01711,2025-07-26,17:10:58,July,2025,Saturday,Lottery Fraud,Urgency + Expiry,High,Working Professionals,notify@microsoft-lottery-winner.net,United Nations Lottery: You have been selected,"Dear Lucky Winner! The WhatsApp Lottery Board is pleased to notify you that your WhatsApp number was selected as one of the 10 lucky winners in our 2025 Annual Draw. Prize Amount: $250,000 USD. To claim, send the following to winner@whatsapp-lottery-2025.com: Full Name, Age, Country, Occupation, Phone Number, and Bank Details. A tax clearance fee of $100 must be paid before funds are released.","$900,000",Fraud/Spam
FRAUD_01796,2025-07-26,16:28:07,July,2025,Saturday,Lottery Fraud,Brand Impersonation,High,Senior Citizens,winner@euromillions-claim.com,WINNER: You are selected in our global draw,"CONGRATULATIONS! Your email address was randomly selected as the GRAND PRIZE WINNER of the Euro Millions International Online Lottery held on 2025-07-26. You have won the sum of USD $1,000,000 (One Million United States Dollars). Your Reference Number is: EML-2025-WIN-88421. To claim your prize, contact our claims agent Mr. David Williams at: claims@euromillions-claim.com with your full name, address, phone number, occupation, and bank account details. A processing fee of $150 is required to release your winnings.","$800,000",Fraud/Spam
FRAUD_02094,2025-07-26,18:07:27,July,2025,Saturday,Job Offer Scam,Brand Impersonation,High,Unemployed,careers@youtube-like-jobs.net,Part-time job: Earn Rs. 5000/day from home,"PART-TIME ONLINE JOB: Earn Rs. 800 per hour doing simple data entry work from home. Work 3-4 hours daily and earn Rs. 70,000-80,000/month. No target, no pressure. Payment every Friday directly to bank. To get started, purchase our training package for Rs. 1,200. This is a one-time fee and includes lifetime access to our job portal. Contact: jobs@data-entry-work.net","Rs. 20,000",Fraud/Spam
FRAUD_00617,2025-07-26,11:09:56,July,2025,Saturday,Phishing,Urgency Tactics,Critical,Streaming Account,security@paytm-verify.org,ICICI Bank: Unusual activity detected,"Dear Customer, We have detected suspicious login activity on your account from an unknown device. To protect your account, we have temporarily restricted access. Please verify your identity immediately by clicking the link below: http://hdfc-secure-verify.net/login. You must verify within 24 hours or your account will be permanently suspended. Enter your User ID, Password and OTP to restore access.","$600,000",Fraud/Spam
FRAUD_01248,2025-07-27,20:36:16,July,2025,Sunday,Lottery Fraud,Advance Fee,High,Senior Citizens,claims@united-nations-lottery.org,WhatsApp Lottery 2025: You are a winner!,"Dear Lucky Winner! The WhatsApp Lottery Board is pleased to notify you that your WhatsApp number was selected as one of the 10 lucky winners in our 2025 Annual Draw. Prize Amount: $250,000 USD. To claim, send the following to winner@whatsapp-lottery-2025.com: Full Name, Age, Country, Occupation, Phone Number, and Bank Details. A tax clearance fee of $100 must be paid before funds are released.","$600,000",Fraud/Spam
FRAUD_03160,2025-07-27,21:51:28,July,2025,Sunday,Bank Fraud,RBI Impersonation,High,Senior Citizens,alerts@kotak-verify.biz,SBI Alert: Suspicious transaction detected,"Dear ICICI Bank Customer, A transaction of Rs. 1,24,000 has been initiated from your account (XXXX7823) on 2025-07-27 to an unknown beneficiary. If you did not authorize this transaction, please block it immediately by calling us at our fake helpline or visiting: http://icici-transaction-block.net. Enter your account number, ATM PIN and OTP to block this transaction. Act within 30 minutes before funds are transferred.","Rs. 50,000",Fraud/Spam
FRAUD_03024,2025-07-28,05:10:05,July,2025,Monday,Bank Fraud,Card Blocking Threat,Critical,Rural Customers,noreply@pnb-kyc-renewal.com,SBI Alert: Suspicious transaction detected,"URGENT NOTICE FROM RBI: The Reserve Bank of India has issued a directive for all bank account holders to complete Video KYC by 2025-07-28. Non-compliance will result in immediate account freeze and restriction of all banking services. To complete your Video KYC, provide your Aadhaar, PAN and bank account details at: http://rbi-videokyc-portal.net. This is mandatory for all account holders as per RBI Circular No. RBI/2025/KYC/112.","Rs. 20,000",Fraud/Spam
FRAUD_01628,2025-07-28,18:35:18,July,2025,Monday,Lottery Fraud,Urgency + Expiry,High,General Public,winner@amazon-lucky-draw.biz,"Congratulations! You have won $1,000,000","CONGRATULATIONS! Your email address was randomly selected as the GRAND PRIZE WINNER of the Euro Millions International Online Lottery held on 2025-07-28. You have won the sum of USD $1,000,000 (One Million United States Dollars). Your Reference Number is: EML-2025-WIN-88421. To claim your prize, contact our claims agent Mr. David Williams at: claims@euromillions-claim.com with your full name, address, phone number, occupation, and bank account details. A processing fee of $150 is required to release your winnings.","$600,000",Fraud/Spam
